lap_key,Driver,Team,season,session_key,best_own_other_team_similarity,best_other_driver_similarity,own_style_margin
2019_r02_Q_HAM_lap11,HAM,Mercedes,2019,2019_2_Q,0.2076345248545414,0.5757137564297778,-0.3680792315752365
2019_r02_Q_RIC_lap8,RIC,Renault,2019,2019_2_Q,0.5633882982330365,0.5340295340415568,0.029358764191479647
2019_r02_Q_SAI_lap16,SAI,McLaren,2019,2019_2_Q,0.1416500908786533,0.4267392776054067,-0.28508918672675343
2019_r02_Q_VET_lap12,VET,Ferrari,2019,2019_2_Q,0.25154939480305616,0.6174798860411164,-0.3659304912380602
2019_r03_Q_BOT_lap14,BOT,Mercedes,2019,2019_3_Q,0.11694378061309613,0.6096392364969581,-0.49269545588386193
2019_r03_Q_GAS_lap11,GAS,Red Bull Racing,2019,2019_3_Q,0.4498992526766224,0.7332004131587171,-0.2833011604820947
2019_r03_Q_HAM_lap11,HAM,Mercedes,2019,2019_3_Q,0.37668945184674185,0.6246158509645753,-0.24792639911783343
2019_r03_Q_RIC_lap17,RIC,Renault,2019,2019_3_Q,0.6066987032892305,0.6649736292614268,-0.0582749259721963
2019_r03_Q_SAI_lap11,SAI,McLaren,2019,2019_3_Q,0.20471846843314384,0.7597683413698569,-0.555049872936713
2019_r03_Q_VET_lap15,VET,Ferrari,2019,2019_3_Q,0.154347190069019,0.6452281276772192,-0.4908809376082002
2019_r04_Q_BOT_lap19,BOT,Mercedes,2019,2019_4_Q,-0.3497369416672827,0.548234079049432,-0.8979710207167146
2019_r04_Q_GAS_lap4,GAS,Red Bull Racing,2019,2019_4_Q,0.5676752131020434,0.5362028567896343,0.03147235631240908
2019_r04_Q_HAM_lap20,HAM,Mercedes,2019,2019_4_Q,0.1075425759090461,0.576864818128745,-0.4693222422196989
2019_r04_Q_RIC_lap13,RIC,Renault,2019,2019_4_Q,0.5775323280473681,0.5939012342622028,-0.016368906214834666
2019_r04_Q_SAI_lap7,SAI,McLaren,2019,2019_4_Q,0.4158161281755842,0.41108947970298493,0.004726648472599293
2019_r04_Q_VET_lap22,VET,Ferrari,2019,2019_4_Q,0.32055619616484654,0.6757875710542578,-0.35523137488941126
2019_r05_Q_BOT_lap14,BOT,Mercedes,2019,2019_5_Q,-0.05805657972554069,0.6241193876218142,-0.6821759673473549
2019_r05_Q_GAS_lap13,GAS,Red Bull Racing,2019,2019_5_Q,0.5228394035157449,0.7642625578361282,-0.2414231543203833
2019_r05_Q_HAM_lap8,HAM,Mercedes,2019,2019_5_Q,0.11414665525305424,0.5598663295570709,-0.4457196743040167
2019_r05_Q_RIC_lap12,RIC,Renault,2019,2019_5_Q,0.3819877166956085,0.602065467426306,-0.22007775073069746
2019_r05_Q_SAI_lap8,SAI,McLaren,2019,2019_5_Q,0.36738771458534913,0.4880252555782486,-0.12063754099289947
2019_r05_Q_VET_lap13,VET,Ferrari,2019,2019_5_Q,0.20877047931124557,0.6451641857487579,-0.4363937064375123
2019_r06_Q_BOT_lap22,BOT,Mercedes,2019,2019_6_Q,0.09279927786483028,0.4183412732079024,-0.3255419953430721
2019_r06_Q_GAS_lap20,GAS,Red Bull Racing,2019,2019_6_Q,0.8499552782630766,0.7166427446167978,0.13331253364627882
2019_r06_Q_HAM_lap27,HAM,Mercedes,2019,2019_6_Q,0.2548942619494326,0.6594303254763334,-0.4045360635269008
2019_r06_Q_RIC_lap22,RIC,Renault,2019,2019_6_Q,0.581090325331495,0.6228843535392239,-0.04179402820772893
2019_r06_Q_SAI_lap29,SAI,McLaren,2019,2019_6_Q,0.13268393947330717,0.5447476412353129,-0.4120637017620058
2019_r06_Q_VET_lap23,VET,Ferrari,2019,2019_6_Q,0.4357574976475782,0.6948847382163322,-0.259127240568754
2019_r07_Q_BOT_lap11,BOT,Mercedes,2019,2019_7_Q,0.08748830106293543,0.42167196365307863,-0.3341836625901432
2019_r07_Q_GAS_lap16,GAS,Red Bull Racing,2019,2019_7_Q,0.3792196126058804,0.7829050458011435,-0.4036854331952631
2019_r07_Q_HAM_lap20,HAM,Mercedes,2019,2019_7_Q,0.005377712399467059,0.7339183251327533,-0.7285406127332863
2019_r07_Q_RIC_lap19,RIC,Renault,2019,2019_7_Q,0.38600855227317044,0.564725211803615,-0.17871665953044458
2019_r07_Q_SAI_lap10,SAI,McLaren,2019,2019_7_Q,0.5161143430144209,0.6266974068300125,-0.11058306381559158
2019_r07_Q_VET_lap21,VET,Ferrari,2019,2019_7_Q,0.43297505177283957,0.628084148597513,-0.19510909682467348
2019_r08_Q_BOT_lap15,BOT,Mercedes,2019,2019_8_Q,0.14319438555831407,0.4898575767542758,-0.3466631911959618
2019_r08_Q_GAS_lap18,GAS,Red Bull Racing,2019,2019_8_Q,0.5838508075333988,0.5679934685159164,0.01585733901748243
2019_r08_Q_HAM_lap19,HAM,Mercedes,2019,2019_8_Q,0.4675477854053373,0.5843099342298733,-0.116762148824536
2019_r08_Q_RIC_lap19,RIC,Renault,2019,2019_8_Q,0.6883149035293359,0.7091608988314259,-0.02084599530208997
2019_r08_Q_SAI_lap20,SAI,McLaren,2019,2019_8_Q,0.23612751605996202,0.33231353959718923,-0.09618602353722722
2019_r08_Q_VET_lap13,VET,Ferrari,2019,2019_8_Q,0.4334380180926718,0.6788158442806168,-0.24537782618794501
2019_r09_Q_BOT_lap24,BOT,Mercedes,2019,2019_9_Q,-0.024891414138656302,0.7197832617420014,-0.7446746758806576
2019_r09_Q_GAS_lap11,GAS,Red Bull Racing,2019,2019_9_Q,0.5606949675489734,0.7152810805845683,-0.15458611303559489
2019_r09_Q_HAM_lap25,HAM,Mercedes,2019,2019_9_Q,0.3469589358497633,0.5599303275796479,-0.2129713917298846
2019_r09_Q_RIC_lap6,RIC,Renault,2019,2019_9_Q,0.4292583421501589,0.491642128362316,-0.06238378621215712
2019_r09_Q_SAI_lap7,SAI,McLaren,2019,2019_9_Q,0.41477428886917317,0.7222731396047333,-0.3074988507355601
2019_r09_Q_VET_lap8,VET,Ferrari,2019,2019_9_Q,0.2529938489262314,0.5955250060615931,-0.3425311571353617
2020_r10_Q_BOT_lap18,BOT,Mercedes,2020,2020_10_Q,0.3091632948355613,0.34459173424639,-0.03542843941082868
2020_r10_Q_GAS_lap20,GAS,AlphaTauri,2020,2020_10_Q,0.7079405195796084,0.8508779629098769,-0.1429374433302686
2020_r10_Q_HAM_lap18,HAM,Mercedes,2020,2020_10_Q,0.2899638244481828,0.6752101609392481,-0.3852463364910653
2020_r10_Q_OCO_lap19,OCO,Renault,2020,2020_10_Q,0.38140256642449727,0.4652645671218963,-0.08386200069739902
2020_r10_Q_RIC_lap8,RIC,Renault,2020,2020_10_Q,0.38446637879989964,0.5925546323274503,-0.20808825352755067
2020_r10_Q_SAI_lap14,SAI,McLaren,2020,2020_10_Q,0.33811385839378144,0.3253288607734739,0.012784997620307548
2020_r10_Q_VET_lap8,VET,Ferrari,2020,2020_10_Q,0.4388139639130874,0.49415344427707536,-0.05533948036398795
2020_r11_Q_BOT_lap18,BOT,Mercedes,2020,2020_11_Q,0.26908617403714874,0.623596394452461,-0.3545102204153122
2020_r11_Q_GAS_lap15,GAS,AlphaTauri,2020,2020_11_Q,0.6490482849828833,0.7340116361043404,-0.08496335112145714
2020_r11_Q_HAM_lap11,HAM,Mercedes,2020,2020_11_Q,0.26915406427316424,0.7388709696572395,-0.4697169053840753
2020_r11_Q_OCO_lap19,OCO,Renault,2020,2020_11_Q,0.5200624777468233,0.3567782800636938,0.16328419768312957
2020_r11_Q_RIC_lap11,RIC,Renault,2020,2020_11_Q,0.7628677808892614,0.6160762481342658,0.14679153275499568
2020_r11_Q_SAI_lap13,SAI,McLaren,2020,2020_11_Q,0.22025538700777708,0.5984244393999159,-0.37816905239213877
2020_r11_Q_VET_lap15,VET,Ferrari,2020,2020_11_Q,0.5879180810240687,0.5023132365224857,0.08560484450158301
2020_r12_Q_BOT_lap7,BOT,Mercedes,2020,2020_12_Q,0.11689977618464956,0.6262883040144256,-0.5093885278297761
2020_r12_Q_GAS_lap11,GAS,AlphaTauri,2020,2020_12_Q,0.5261559624984926,0.7448558513373909,-0.21869988883889824
2020_r12_Q_HAM_lap20,HAM,Mercedes,2020,2020_12_Q,0.37289264033329217,0.4280446410581234,-0.05515200072483123
2020_r12_Q_OCO_lap13,OCO,Renault,2020,2020_12_Q,0.8083747898657139,0.40853299947310373,0.39984179039261014
2020_r12_Q_RIC_lap12,RIC,Renault,2020,2020_12_Q,0.6673890089057366,0.7730190223383735,-0.1056300134326369
2020_r12_Q_SAI_lap14,SAI,McLaren,2020,2020_12_Q,0.4453662802509345,0.5167895796552532,-0.07142329940431869
2020_r12_Q_VET_lap9,VET,Ferrari,2020,2020_12_Q,0.25070788446744324,0.47430237054928265,-0.2235944860818394
2020_r13_Q_BOT_lap21,BOT,Mercedes,2020,2020_13_Q,0.1691462436569045,0.41338678729323813,-0.24424054363633363
2020_r13_Q_GAS_lap18,GAS,AlphaTauri,2020,2020_13_Q,0.6798391570616519,0.6365676369006581,0.04327152016099378
2020_r13_Q_HAM_lap21,HAM,Mercedes,2020,2020_13_Q,0.4241928791353858,0.6303152716560982,-0.20612239252071246
2020_r13_Q_OCO_lap10,OCO,Renault,2020,2020_13_Q,0.6740736515857855,0.5482813935290839,0.12579225805670158
2020_r13_Q_RIC_lap17,RIC,Renault,2020,2020_13_Q,0.7169107681375501,0.7952649818703004,-0.07835421373275031
2020_r13_Q_SAI_lap18,SAI,McLaren,2020,2020_13_Q,0.43398298105716177,0.45745204628939223,-0.023469065232230468
2020_r13_Q_VET_lap19,VET,Ferrari,2020,2020_13_Q,0.5106750042399784,0.49856694442915594,0.012108059810822414
2020_r15_Q_BOT_lap15,BOT,Mercedes,2020,2020_15_Q,0.2885710350914376,0.42762073007973767,-0.13904969498830005
2020_r15_Q_GAS_lap13,GAS,AlphaTauri,2020,2020_15_Q,0.4328552392853686,0.6845257021552084,-0.25167046286983974
2020_r15_Q_HAM_lap15,HAM,Mercedes,2020,2020_15_Q,0.06413885542148047,0.7098740145476193,-0.6457351591261389
2020_r15_Q_OCO_lap13,OCO,Renault,2020,2020_15_Q,0.5064274109933797,0.6403064966771354,-0.13387908568375562
2020_r15_Q_RIC_lap16,RIC,Renault,2020,2020_15_Q,0.7188230332935106,0.7062116816388551,0.012611351654655545
2020_r15_Q_SAI_lap2,SAI,McLaren,2020,2020_15_Q,0.4418713202569582,0.4449279852145562,-0.0030566649575979876
2020_r15_Q_VET_lap5,VET,Ferrari,2020,2020_15_Q,0.6358946449676093,0.2318507507613586,0.40404389420625064
2020_r16_Q_BOT_lap20,BOT,Mercedes,2020,2020_16_Q,0.14636111895172493,0.6949454359675433,-0.5485843170158184
2020_r16_Q_GAS_lap18,GAS,AlphaTauri,2020,2020_16_Q,0.5199997414108264,0.742849071271054,-0.22284932986022765
2020_r16_Q_OCO_lap12,OCO,Renault,2020,2020_16_Q,0.600336607828952,0.36389732968038485,0.2364392781485672
2020_r16_Q_RIC_lap8,RIC,Renault,2020,2020_16_Q,0.7365941822057487,0.5449664859081058,0.19162769629764287
2020_r16_Q_SAI_lap11,SAI,McLaren,2020,2020_16_Q,0.2231704477121762,0.20977945439502033,0.013390993317155875
2020_r16_Q_VET_lap16,VET,Ferrari,2020,2020_16_Q,0.33113457076312736,0.3067838424147059,0.024350728348421447
2020_r17_Q_BOT_lap17,BOT,Mercedes,2020,2020_17_Q,-0.20046901947706552,0.3289184259037463,-0.5293874453808118
2020_r17_Q_GAS_lap19,GAS,AlphaTauri,2020,2020_17_Q,0.7160546063075443,0.5882850759513685,0.12776953035617578
2020_r17_Q_HAM_lap19,HAM,Mercedes,2020,2020_17_Q,0.33237102414593084,0.6358278400110537,-0.3034568158651229
2020_r17_Q_OCO_lap11,OCO,Renault,2020,2020_17_Q,0.8214006649160572,0.42708520674266165,0.3943154581733956
2020_r17_Q_RIC_lap8,RIC,Renault,2020,2020_17_Q,0.7150441896521702,0.8429783843921822,-0.127934194740012
2020_r17_Q_SAI_lap10,SAI,McLaren,2020,2020_17_Q,0.5155559098669151,0.4031992533061492,0.11235665656076593
2020_r17_Q_VET_lap11,VET,Ferrari,2020,2020_17_Q,0.39147051258980436,0.5987282583054602,-0.2072577457156558
2020_r01_Q_BOT_lap14,BOT,Mercedes,2020,2020_1_Q,0.1759515631430007,0.7821420061892499,-0.6061904430462492
2020_r01_Q_GAS_lap13,GAS,AlphaTauri,2020,2020_1_Q,0.5151272567500087,0.580043223561214,-0.06491596681120526
2020_r01_Q_HAM_lap16,HAM,Mercedes,2020,2020_1_Q,0.2533816551997253,0.5366168263597526,-0.28323517116002733
2020_r01_Q_OCO_lap11,OCO,Renault,2020,2020_1_Q,0.6452353546349234,0.4735029008124862,0.17173245382243724
2020_r01_Q_RIC_lap8,RIC,Renault,2020,2020_1_Q,0.4716458685666793,0.49236795792790067,-0.020722089361221385
2020_r01_Q_SAI_lap11,SAI,McLaren,2020,2020_1_Q,0.6537423286859219,0.5492643955806386,0.1044779331052833
2020_r01_Q_VET_lap12,VET,Ferrari,2020,2020_1_Q,0.2361305376498895,0.41658553494087613,-0.18045499729098663
2020_r03_Q_BOT_lap19,BOT,Mercedes,2020,2020_3_Q,-0.3042236104702909,0.7170219222196059,-1.0212455326898968
2020_r03_Q_GAS_lap11,GAS,AlphaTauri,2020,2020_3_Q,0.6955313119215665,0.7256496377115385,-0.030118325789971978
2020_r03_Q_HAM_lap21,HAM,Mercedes,2020,2020_3_Q,0.25721226060719665,0.7089966391717246,-0.45178437856452797
2020_r03_Q_OCO_lap7,OCO,Renault,2020,2020_3_Q,0.7052946302477315,0.5296992507933347,0.17559537945439685
2020_r03_Q_RIC_lap10,RIC,Renault,2020,2020_3_Q,0.38397450276584133,0.5624471187848558,-0.17847261601901443
2020_r03_Q_SAI_lap18,SAI,McLaren,2020,2020_3_Q,0.4266584057275264,0.4848257705227698,-0.058167364795243426
2020_r03_Q_VET_lap19,VET,Ferrari,2020,2020_3_Q,-0.058092233902269204,0.5912461251077498,-0.649338359010019
2020_r04_Q_BOT_lap16,BOT,Mercedes,2020,2020_4_Q,-0.00319474188916357,0.6698069505101253,-0.6730016923992889
2020_r04_Q_GAS_lap11,GAS,AlphaTauri,2020,2020_4_Q,0.7476126195948904,0.47422454682815884,0.2733880727667316
2020_r04_Q_HAM_lap21,HAM,Mercedes,2020,2020_4_Q,0.46165699347864636,0.4801972767554337,-0.01854028327678736
2020_r04_Q_OCO_lap19,OCO,Renault,2020,2020_4_Q,0.8862481119440696,0.5156817773963448,0.3705663345477248
2020_r04_Q_RIC_lap18,RIC,Renault,2020,2020_4_Q,0.44631974686093856,0.6308816570089272,-0.18456191014798862
2020_r04_Q_SAI_lap19,SAI,McLaren,2020,2020_4_Q,0.37967627364412765,0.5474501576782363,-0.1677738840341087
2020_r04_Q_VET_lap19,VET,Ferrari,2020,2020_4_Q,0.5409513423497755,0.41404160941341855,0.12690973293635693
2020_r05_Q_BOT_lap19,BOT,Mercedes,2020,2020_5_Q,-0.20762877782924247,0.5648600482989723,-0.7724888261282148
2020_r05_Q_GAS_lap11,GAS,AlphaTauri,2020,2020_5_Q,0.684592192301743,0.5782640458547499,0.10632814644699307
2020_r05_Q_HAM_lap19,HAM,Mercedes,2020,2020_5_Q,0.38384033001882445,0.5258115975020594,-0.14197126748323496
2020_r05_Q_OCO_lap11,OCO,Renault,2020,2020_5_Q,0.813366773886277,0.5067088936504985,0.30665788023577845
2020_r05_Q_RIC_lap10,RIC,Renault,2020,2020_5_Q,0.5631670204776251,0.6492988496816692,-0.08613182920404405
2020_r05_Q_SAI_lap11,SAI,McLaren,2020,2020_5_Q,0.765338165784078,0.5657644014445056,0.1995737643395724
2020_r05_Q_VET_lap13,VET,Ferrari,2020,2020_5_Q,0.6159854308963398,0.5159456691163689,0.10003976177997098
2020_r06_Q_BOT_lap11,BOT,Mercedes,2020,2020_6_Q,-0.08870042795057174,0.6700333449353846,-0.7587337728859563
2020_r06_Q_GAS_lap11,GAS,AlphaTauri,2020,2020_6_Q,0.3669532887056769,0.5549905604107858,-0.18803727170510887
2020_r06_Q_HAM_lap11,HAM,Mercedes,2020,2020_6_Q,0.27008055018104,0.6855370237360789,-0.41545647355503895
2020_r06_Q_OCO_lap11,OCO,Renault,2020,2020_6_Q,0.6797512218337805,0.5678651517935436,0.11188607004023687
2020_r06_Q_RIC_lap11,RIC,Renault,2020,2020_6_Q,0.5659391108670409,0.6747598890085391,-0.10882077814149826
2020_r06_Q_SAI_lap7,SAI,McLaren,2020,2020_6_Q,0.23949580737471024,0.48602712228425116,-0.24653131490954092
2020_r06_Q_VET_lap11,VET,Ferrari,2020,2020_6_Q,0.37047846479053903,0.40844113684997957,-0.03796267205944054
2020_r07_Q_BOT_lap16,BOT,Mercedes,2020,2020_7_Q,0.012787310839609496,0.523617275664758,-0.5108299648251485
2020_r07_Q_GAS_lap11,GAS,AlphaTauri,2020,2020_7_Q,0.5909406373065395,0.7039494690522795,-0.11300883174574006
2020_r07_Q_HAM_lap14,HAM,Mercedes,2020,2020_7_Q,0.09221264132094928,0.6711681394956739,-0.5789554981747246
2020_r07_Q_OCO_lap14,OCO,Renault,2020,2020_7_Q,0.6687847213885485,0.5650758153919678,0.10370890599658067
2020_r07_Q_RIC_lap8,RIC,Renault,2020,2020_7_Q,0.47867596382474803,0.7419232735379159,-0.26324730971316784
2020_r07_Q_SAI_lap11,SAI,McLaren,2020,2020_7_Q,0.5826725242199686,0.6751286039500605,-0.09245607973009184
2020_r07_Q_VET_lap11,VET,Ferrari,2020,2020_7_Q,0.6017496867881672,0.5819807346449561,0.01976895214321106
2020_r08_Q_BOT_lap17,BOT,Mercedes,2020,2020_8_Q,0.18318867793735102,0.4933865868737341,-0.3101979089363831
2020_r08_Q_GAS_lap10,GAS,AlphaTauri,2020,2020_8_Q,0.5629124339077778,0.5538128171259116,0.009099616781866215
2020_r08_Q_HAM_lap17,HAM,Mercedes,2020,2020_8_Q,0.18806505498478912,0.736614583241938,-0.5485495282571489
2020_r08_Q_OCO_lap8,OCO,Renault,2020,2020_8_Q,0.7418951286960066,0.4358150454411118,0.3060800832548948
2020_r08_Q_RIC_lap15,RIC,Renault,2020,2020_8_Q,0.5979917420123934,0.7002510564457003,-0.10225931443330694
2020_r08_Q_SAI_lap15,SAI,McLaren,2020,2020_8_Q,0.3248722766253142,0.526181661317194,-0.2013093846918798
2020_r08_Q_VET_lap2,VET,Ferrari,2020,2020_8_Q,0.824982293219193,0.6601288067670621,0.16485348645213094
2020_r09_Q_BOT_lap8,BOT,Mercedes,2020,2020_9_Q,0.05091010402433453,0.5189427243853388,-0.4680326203610043
2020_r09_Q_GAS_lap5,GAS,AlphaTauri,2020,2020_9_Q,0.6903942976258323,0.7121808405761736,-0.021786542950341325
2020_r09_Q_HAM_lap10,HAM,Mercedes,2020,2020_9_Q,0.017222034061506946,0.8013803374775259,-0.784158303416019
2020_r09_Q_OCO_lap8,OCO,Renault,2020,2020_9_Q,0.5932619648391053,0.48316964410773994,0.11009232073136538
2020_r09_Q_RIC_lap8,RIC,Renault,2020,2020_9_Q,0.294737152059064,0.3548053138883348,-0.06006816182927083
2020_r09_Q_SAI_lap8,SAI,McLaren,2020,2020_9_Q,0.4645489836023913,0.5510690228885279,-0.08652003928613661
2020_r09_Q_VET_lap11,VET,Ferrari,2020,2020_9_Q,0.44194033847936115,0.5971904268189582,-0.15525008833959703
2021_r10_Q_ALO_lap11,ALO,Alpine,2021,2021_10_Q,0.5764047690884542,0.4175832239925651,0.15882154509588908
2021_r10_Q_BOT_lap20,BOT,Mercedes,2021,2021_10_Q,0.0866213209954586,0.6500140762398645,-0.5633927552444059
2021_r10_Q_GAS_lap13,GAS,AlphaTauri,2021,2021_10_Q,0.7145232746060636,0.6812016515052166,0.033321623100846964
2021_r10_Q_HAM_lap15,HAM,Mercedes,2021,2021_10_Q,0.5187478179022601,0.5903380378701899,-0.0715902199679298
2021_r10_Q_OCO_lap8,OCO,Alpine,2021,2021_10_Q,0.6221345916493417,0.6054217994292338,0.016712792220107908
2021_r10_Q_RIC_lap18,RIC,McLaren,2021,2021_10_Q,0.5345871754948953,0.8007291128264865,-0.2661419373315912
2021_r10_Q_SAI_lap14,SAI,Ferrari,2021,2021_10_Q,0.5795603315415333,0.5678122803072946,0.011748051234238721
2021_r10_Q_VET_lap8,VET,Aston Martin,2021,2021_10_Q,0.506280571003693,0.6736404602265496,-0.1673598892228566
2021_r11_Q_ALO_lap8,ALO,Alpine,2021,2021_11_Q,0.6930828723380285,0.6644785297497798,0.02860434258824862
2021_r11_Q_BOT_lap14,BOT,Mercedes,2021,2021_11_Q,-0.052016691050658814,0.828673390938692,-0.8806900819893508
2021_r11_Q_GAS_lap8,GAS,AlphaTauri,2021,2021_11_Q,0.7078669953875995,0.6533051892224184,0.054561806165181026
2021_r11_Q_HAM_lap14,HAM,Mercedes,2021,2021_11_Q,0.34171613521438204,0.806395098231178,-0.464678963016796
2021_r11_Q_OCO_lap14,OCO,Alpine,2021,2021_11_Q,0.4452307738404867,0.34421522599122234,0.10101554784926436
2021_r11_Q_RIC_lap12,RIC,McLaren,2021,2021_11_Q,0.4240139033680593,0.7665941520242757,-0.34258024865621645
2021_r11_Q_SAI_lap2,SAI,Ferrari,2021,2021_11_Q,0.5123378489049704,0.5939008406796316,-0.0815629917746612
2021_r11_Q_VET_lap14,VET,Aston Martin,2021,2021_11_Q,0.5141277413139284,0.589437468759889,-0.07530972744596065
2021_r13_Q_ALO_lap12,ALO,Alpine,2021,2021_13_Q,0.443154896567196,0.6052807414333962,-0.16212584486620019
2021_r13_Q_BOT_lap12,BOT,Mercedes,2021,2021_13_Q,0.20652060626795737,0.727464098118025,-0.5209434918500677
2021_r13_Q_GAS_lap16,GAS,AlphaTauri,2021,2021_13_Q,0.7466113360501394,0.6268205327428997,0.11979080330723968
2021_r13_Q_HAM_lap15,HAM,Mercedes,2021,2021_13_Q,0.5479624514639293,0.6540450684242194,-0.10608261696029009
2021_r13_Q_OCO_lap8,OCO,Alpine,2021,2021_13_Q,0.4679292437623087,0.6418413859347181,-0.17391214217240936
2021_r13_Q_RIC_lap9,RIC,McLaren,2021,2021_13_Q,0.5383928759238031,0.43272275194790527,0.10567012397589787
2021_r13_Q_SAI_lap18,SAI,Ferrari,2021,2021_13_Q,0.5022966277480877,0.5293344067771449,-0.02703777902905724
2021_r13_Q_VET_lap5,VET,Aston Martin,2021,2021_13_Q,0.24895079046630625,0.6695679348438491,-0.4206171443775429
2021_r14_Q_ALO_lap10,ALO,Alpine,2021,2021_14_Q,0.31451787818167104,0.6858979629934169,-0.37138008481174584
2021_r14_Q_BOT_lap17,BOT,Mercedes,2021,2021_14_Q,0.25749329564894535,0.6500663889487938,-0.3925730932998484
2021_r14_Q_GAS_lap15,GAS,AlphaTauri,2021,2021_14_Q,0.6883506175637398,0.7597651365843012,-0.0714145190205614
2021_r14_Q_HAM_lap17,HAM,Mercedes,2021,2021_14_Q,0.5700938139141909,0.7489075046564754,-0.17881369074228448
2021_r14_Q_OCO_lap11,OCO,Alpine,2021,2021_14_Q,0.926390147860607,0.5058087301520684,0.42058141770853863
2021_r14_Q_RIC_lap16,RIC,McLaren,2021,2021_14_Q,0.2063376688784464,0.5280278292877568,-0.3216901604093104
2021_r14_Q_SAI_lap17,SAI,Ferrari,2021,2021_14_Q,0.45191365956650964,0.5995450786784161,-0.14763141911190647
2021_r14_Q_VET_lap13,VET,Aston Martin,2021,2021_14_Q,0.26730911675606256,0.615202636081359,-0.3478935193252964
2021_r16_Q_ALO_lap23,ALO,Alpine,2021,2021_16_Q,0.4625090460014488,0.6039025784286677,-0.14139353242721886
2021_r16_Q_BOT_lap26,BOT,Mercedes,2021,2021_16_Q,-0.11506067531330891,0.4323290473380489,-0.5473897226513578
2021_r16_Q_GAS_lap23,GAS,AlphaTauri,2021,2021_16_Q,0.47564620877969177,0.5454945248823019,-0.06984831610261011
2021_r16_Q_HAM_lap25,HAM,Mercedes,2021,2021_16_Q,0.6151346238039287,0.648459385311678,-0.03332476150774932
2021_r16_Q_OCO_lap14,OCO,Alpine,2021,2021_16_Q,0.723358537602934,0.507272125111851,0.21608641249108296
2021_r16_Q_RIC_lap9,RIC,McLaren,2021,2021_16_Q,0.6476857999164249,0.5792756898056551,0.0684101101107698
2021_r16_Q_SAI_lap11,SAI,Ferrari,2021,2021_16_Q,0.7395217953326142,0.742735998790112,-0.0032142034574977885
2021_r16_Q_VET_lap16,VET,Aston Martin,2021,2021_16_Q,0.6831039127505646,0.5496018938924025,0.13350201885816204
2021_r17_Q_ALO_lap2,ALO,Alpine,2021,2021_17_Q,0.6663422889719102,0.5104756786245067,0.15586661034740346
2021_r17_Q_BOT_lap11,BOT,Mercedes,2021,2021_17_Q,0.06520932374733804,0.5950838538979266,-0.5298745301505886
2021_r17_Q_GAS_lap16,GAS,AlphaTauri,2021,2021_17_Q,0.46246705985584313,0.4790549102376909,-0.01658785038184779
2021_r17_Q_HAM_lap14,HAM,Mercedes,2021,2021_17_Q,0.3062212044272041,0.6453047337311834,-0.3390835293039793
2021_r17_Q_OCO_lap8,OCO,Alpine,2021,2021_17_Q,0.4951469289929997,0.47261301223145835,0.022533916761541373
2021_r17_Q_RIC_lap14,RIC,McLaren,2021,2021_17_Q,0.1117654200833061,0.40782396978692315,-0.29605854970361706
2021_r17_Q_SAI_lap14,SAI,Ferrari,2021,2021_17_Q,0.29816195220364694,0.4233135343525747,-0.12515158214892774
2021_r17_Q_VET_lap5,VET,Aston Martin,2021,2021_17_Q,0.10088898835458932,0.6859357235223665,-0.5850467351677773
2021_r18_Q_ALO_lap4,ALO,Alpine,2021,2021_18_Q,0.7850211337911368,0.4564075797325292,0.3286135540586076
2021_r18_Q_BOT_lap18,BOT,Mercedes,2021,2021_18_Q,0.4691845307228498,0.5466786539343291,-0.0774941232114793
2021_r18_Q_GAS_lap21,GAS,AlphaTauri,2021,2021_18_Q,0.4390599952929453,0.47435900381786866,-0.03529900852492335
2021_r18_Q_HAM_lap17,HAM,Mercedes,2021,2021_18_Q,0.5123490356091654,0.5386018723271517,-0.026252836717986283
2021_r18_Q_OCO_lap4,OCO,Alpine,2021,2021_18_Q,0.6856946250834721,0.4243498025946649,0.2613448224888072
2021_r18_Q_RIC_lap16,RIC,McLaren,2021,2021_18_Q,0.04673231297373691,0.40009503603328855,-0.35336272305955163
2021_r18_Q_SAI_lap22,SAI,Ferrari,2021,2021_18_Q,0.498481297499602,0.4409620279211582,0.05751926957844383
2021_r18_Q_VET_lap8,VET,Aston Martin,2021,2021_18_Q,-0.09541004649214714,0.5989141932232571,-0.6943242397154042
2021_r19_Q_ALO_lap18,ALO,Alpine,2021,2021_19_Q,0.2797625296113029,0.6352693607017993,-0.3555068310904964
2021_r19_Q_BOT_lap16,BOT,Mercedes,2021,2021_19_Q,0.20300766291424732,0.5910052060015566,-0.38799754308730927
2021_r19_Q_GAS_lap17,GAS,AlphaTauri,2021,2021_19_Q,0.7111253184438953,0.710073677126389,0.0010516413175062356
2021_r19_Q_HAM_lap22,HAM,Mercedes,2021,2021_19_Q,0.6520480100112186,0.7925346453414515,-0.14048663533023287
2021_r19_Q_OCO_lap13,OCO,Alpine,2021,2021_19_Q,0.7052224127096896,0.5886725619875869,0.11654985072210267
2021_r19_Q_RIC_lap21,RIC,McLaren,2021,2021_19_Q,0.055647742142581474,0.5834435815897595,-0.527795839447178
2021_r19_Q_SAI_lap18,SAI,Ferrari,2021,2021_19_Q,0.4438739298528737,0.5510089244642721,-0.10713499461139836
2021_r19_Q_VET_lap14,VET,Aston Martin,2021,2021_19_Q,-0.013788251322806644,0.6278878998718861,-0.6416761511946927
