experiment,model,true_driver,pred_driver,count
experiment_a_with_time_features,hist_gradient_boosting,NOR,SAI,0
experiment_a_with_time_features,hist_gradient_boosting,NOR,STR,6
experiment_a_with_time_features,hist_gradient_boosting,NOR,TSU,6
experiment_a_with_time_features,hist_gradient_boosting,NOR,VER,3
experiment_a_with_time_features,hist_gradient_boosting,OCO,ALB,6
experiment_a_with_time_features,hist_gradient_boosting,OCO,ALO,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,GAS,3
experiment_a_with_time_features,hist_gradient_boosting,OCO,HAM,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,HUL,4
experiment_a_with_time_features,hist_gradient_boosting,OCO,LEC,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,NOR,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,OCO,35
experiment_a_with_time_features,hist_gradient_boosting,OCO,PIA,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,RUS,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,SAI,3
experiment_a_with_time_features,hist_gradient_boosting,OCO,STR,1
experiment_a_with_time_features,hist_gradient_boosting,OCO,TSU,0
experiment_a_with_time_features,hist_gradient_boosting,OCO,VER,2
experiment_a_with_time_features,hist_gradient_boosting,PIA,ALB,1
experiment_a_with_time_features,hist_gradient_boosting,PIA,ALO,3
experiment_a_with_time_features,hist_gradient_boosting,PIA,GAS,3
experiment_a_with_time_features,hist_gradient_boosting,PIA,HAM,0
experiment_a_with_time_features,hist_gradient_boosting,PIA,HUL,0
experiment_a_with_time_features,hist_gradient_boosting,PIA,LEC,0
experiment_a_with_time_features,hist_gradient_boosting,PIA,NOR,21
experiment_a_with_time_features,hist_gradient_boosting,PIA,OCO,0
experiment_a_with_time_features,hist_gradient_boosting,PIA,PIA,17
experiment_a_with_time_features,hist_gradient_boosting,PIA,RUS,0
experiment_a_with_time_features,hist_gradient_boosting,PIA,SAI,1
experiment_a_with_time_features,hist_gradient_boosting,PIA,STR,7
experiment_a_with_time_features,hist_gradient_boosting,PIA,TSU,0
experiment_a_with_time_features,hist_gradient_boosting,PIA,VER,2
experiment_a_with_time_features,hist_gradient_boosting,RUS,ALB,8
experiment_a_with_time_features,hist_gradient_boosting,RUS,ALO,0
experiment_a_with_time_features,hist_gradient_boosting,RUS,GAS,11
experiment_a_with_time_features,hist_gradient_boosting,RUS,HAM,2
experiment_a_with_time_features,hist_gradient_boosting,RUS,HUL,9
experiment_a_with_time_features,hist_gradient_boosting,RUS,LEC,0
experiment_a_with_time_features,hist_gradient_boosting,RUS,NOR,0
experiment_a_with_time_features,hist_gradient_boosting,RUS,OCO,1
experiment_a_with_time_features,hist_gradient_boosting,RUS,PIA,0
experiment_a_with_time_features,hist_gradient_boosting,RUS,RUS,18
experiment_a_with_time_features,hist_gradient_boosting,RUS,SAI,1
experiment_a_with_time_features,hist_gradient_boosting,RUS,STR,0
experiment_a_with_time_features,hist_gradient_boosting,RUS,TSU,5
experiment_a_with_time_features,hist_gradient_boosting,RUS,VER,0
experiment_a_with_time_features,hist_gradient_boosting,SAI,ALB,9
experiment_a_with_time_features,hist_gradient_boosting,SAI,ALO,0
experiment_a_with_time_features,hist_gradient_boosting,SAI,GAS,2
experiment_a_with_time_features,hist_gradient_boosting,SAI,HAM,7
experiment_a_with_time_features,hist_gradient_boosting,SAI,HUL,5
experiment_a_with_time_features,hist_gradient_boosting,SAI,LEC,5
experiment_a_with_time_features,hist_gradient_boosting,SAI,NOR,0
experiment_a_with_time_features,hist_gradient_boosting,SAI,OCO,2
experiment_a_with_time_features,hist_gradient_boosting,SAI,PIA,0
experiment_a_with_time_features,hist_gradient_boosting,SAI,RUS,2
experiment_a_with_time_features,hist_gradient_boosting,SAI,SAI,17
experiment_a_with_time_features,hist_gradient_boosting,SAI,STR,5
experiment_a_with_time_features,hist_gradient_boosting,SAI,TSU,0
experiment_a_with_time_features,hist_gradient_boosting,SAI,VER,0
experiment_a_with_time_features,hist_gradient_boosting,STR,ALB,1
experiment_a_with_time_features,hist_gradient_boosting,STR,ALO,17
experiment_a_with_time_features,hist_gradient_boosting,STR,GAS,0
experiment_a_with_time_features,hist_gradient_boosting,STR,HAM,5
experiment_a_with_time_features,hist_gradient_boosting,STR,HUL,0
experiment_a_with_time_features,hist_gradient_boosting,STR,LEC,2
experiment_a_with_time_features,hist_gradient_boosting,STR,NOR,0
experiment_a_with_time_features,hist_gradient_boosting,STR,OCO,0
experiment_a_with_time_features,hist_gradient_boosting,STR,PIA,6
experiment_a_with_time_features,hist_gradient_boosting,STR,RUS,0
experiment_a_with_time_features,hist_gradient_boosting,STR,SAI,3
experiment_a_with_time_features,hist_gradient_boosting,STR,STR,20
experiment_a_with_time_features,hist_gradient_boosting,STR,TSU,0
experiment_a_with_time_features,hist_gradient_boosting,STR,VER,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,ALB,4
experiment_a_with_time_features,hist_gradient_boosting,TSU,ALO,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,GAS,11
experiment_a_with_time_features,hist_gradient_boosting,TSU,HAM,1
experiment_a_with_time_features,hist_gradient_boosting,TSU,HUL,6
experiment_a_with_time_features,hist_gradient_boosting,TSU,LEC,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,NOR,1
experiment_a_with_time_features,hist_gradient_boosting,TSU,OCO,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,PIA,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,RUS,2
experiment_a_with_time_features,hist_gradient_boosting,TSU,SAI,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,STR,0
experiment_a_with_time_features,hist_gradient_boosting,TSU,TSU,17
experiment_a_with_time_features,hist_gradient_boosting,TSU,VER,12
experiment_a_with_time_features,hist_gradient_boosting,VER,ALB,1
experiment_a_with_time_features,hist_gradient_boosting,VER,ALO,0
experiment_a_with_time_features,hist_gradient_boosting,VER,GAS,9
experiment_a_with_time_features,hist_gradient_boosting,VER,HAM,0
experiment_a_with_time_features,hist_gradient_boosting,VER,HUL,6
experiment_a_with_time_features,hist_gradient_boosting,VER,LEC,0
experiment_a_with_time_features,hist_gradient_boosting,VER,NOR,2
experiment_a_with_time_features,hist_gradient_boosting,VER,OCO,1
experiment_a_with_time_features,hist_gradient_boosting,VER,PIA,0
experiment_a_with_time_features,hist_gradient_boosting,VER,RUS,0
experiment_a_with_time_features,hist_gradient_boosting,VER,SAI,0
experiment_a_with_time_features,hist_gradient_boosting,VER,STR,0
experiment_a_with_time_features,hist_gradient_boosting,VER,TSU,14
experiment_a_with_time_features,hist_gradient_boosting,VER,VER,22
experiment_a_with_time_features,xgboost,ALB,ALB,21
experiment_a_with_time_features,xgboost,ALB,ALO,0
experiment_a_with_time_features,xgboost,ALB,GAS,5
experiment_a_with_time_features,xgboost,ALB,HAM,2
experiment_a_with_time_features,xgboost,ALB,HUL,7
experiment_a_with_time_features,xgboost,ALB,LEC,0
experiment_a_with_time_features,xgboost,ALB,NOR,0
experiment_a_with_time_features,xgboost,ALB,OCO,3
experiment_a_with_time_features,xgboost,ALB,PIA,1
experiment_a_with_time_features,xgboost,ALB,RUS,5
experiment_a_with_time_features,xgboost,ALB,SAI,4
experiment_a_with_time_features,xgboost,ALB,STR,0
experiment_a_with_time_features,xgboost,ALB,TSU,4
experiment_a_with_time_features,xgboost,ALB,VER,3
experiment_a_with_time_features,xgboost,ALO,ALB,2
experiment_a_with_time_features,xgboost,ALO,ALO,27
experiment_a_with_time_features,xgboost,ALO,GAS,0
experiment_a_with_time_features,xgboost,ALO,HAM,1
experiment_a_with_time_features,xgboost,ALO,HUL,3
experiment_a_with_time_features,xgboost,ALO,LEC,0
experiment_a_with_time_features,xgboost,ALO,NOR,3
experiment_a_with_time_features,xgboost,ALO,OCO,1
experiment_a_with_time_features,xgboost,ALO,PIA,3
experiment_a_with_time_features,xgboost,ALO,RUS,0
experiment_a_with_time_features,xgboost,ALO,SAI,0
experiment_a_with_time_features,xgboost,ALO,STR,14
experiment_a_with_time_features,xgboost,ALO,TSU,1
experiment_a_with_time_features,xgboost,ALO,VER,0
experiment_a_with_time_features,xgboost,GAS,ALB,0
experiment_a_with_time_features,xgboost,GAS,ALO,0
experiment_a_with_time_features,xgboost,GAS,GAS,16
experiment_a_with_time_features,xgboost,GAS,HAM,0
experiment_a_with_time_features,xgboost,GAS,HUL,4
experiment_a_with_time_features,xgboost,GAS,LEC,0
experiment_a_with_time_features,xgboost,GAS,NOR,3
experiment_a_with_time_features,xgboost,GAS,OCO,6
experiment_a_with_time_features,xgboost,GAS,PIA,0
experiment_a_with_time_features,xgboost,GAS,RUS,5
experiment_a_with_time_features,xgboost,GAS,SAI,1
experiment_a_with_time_features,xgboost,GAS,STR,0
experiment_a_with_time_features,xgboost,GAS,TSU,15
experiment_a_with_time_features,xgboost,GAS,VER,5
experiment_a_with_time_features,xgboost,HAM,ALB,4
experiment_a_with_time_features,xgboost,HAM,ALO,1
experiment_a_with_time_features,xgboost,HAM,GAS,0
experiment_a_with_time_features,xgboost,HAM,HAM,16
experiment_a_with_time_features,xgboost,HAM,HUL,1
experiment_a_with_time_features,xgboost,HAM,LEC,14
experiment_a_with_time_features,xgboost,HAM,NOR,0
experiment_a_with_time_features,xgboost,HAM,OCO,2
experiment_a_with_time_features,xgboost,HAM,PIA,0
experiment_a_with_time_features,xgboost,HAM,RUS,6
experiment_a_with_time_features,xgboost,HAM,SAI,8
experiment_a_with_time_features,xgboost,HAM,STR,1
experiment_a_with_time_features,xgboost,HAM,TSU,1
experiment_a_with_time_features,xgboost,HAM,VER,1
experiment_a_with_time_features,xgboost,HUL,ALB,6
experiment_a_with_time_features,xgboost,HUL,ALO,0
experiment_a_with_time_features,xgboost,HUL,GAS,3
experiment_a_with_time_features,xgboost,HUL,HAM,1
experiment_a_with_time_features,xgboost,HUL,HUL,19
experiment_a_with_time_features,xgboost,HUL,LEC,2
experiment_a_with_time_features,xgboost,HUL,NOR,4
experiment_a_with_time_features,xgboost,HUL,OCO,1
experiment_a_with_time_features,xgboost,HUL,PIA,0
experiment_a_with_time_features,xgboost,HUL,RUS,5
experiment_a_with_time_features,xgboost,HUL,SAI,2
experiment_a_with_time_features,xgboost,HUL,STR,0
experiment_a_with_time_features,xgboost,HUL,TSU,7
experiment_a_with_time_features,xgboost,HUL,VER,5
experiment_a_with_time_features,xgboost,LEC,ALB,0
experiment_a_with_time_features,xgboost,LEC,ALO,1
experiment_a_with_time_features,xgboost,LEC,GAS,0
experiment_a_with_time_features,xgboost,LEC,HAM,8
experiment_a_with_time_features,xgboost,LEC,HUL,0
experiment_a_with_time_features,xgboost,LEC,LEC,39
experiment_a_with_time_features,xgboost,LEC,NOR,0
experiment_a_with_time_features,xgboost,LEC,OCO,1
experiment_a_with_time_features,xgboost,LEC,PIA,0
experiment_a_with_time_features,xgboost,LEC,RUS,0
experiment_a_with_time_features,xgboost,LEC,SAI,3
experiment_a_with_time_features,xgboost,LEC,STR,3
experiment_a_with_time_features,xgboost,LEC,TSU,0
experiment_a_with_time_features,xgboost,LEC,VER,0
experiment_a_with_time_features,xgboost,NOR,ALB,0
experiment_a_with_time_features,xgboost,NOR,ALO,6
experiment_a_with_time_features,xgboost,NOR,GAS,3
experiment_a_with_time_features,xgboost,NOR,HAM,0
experiment_a_with_time_features,xgboost,NOR,HUL,3
experiment_a_with_time_features,xgboost,NOR,LEC,0
experiment_a_with_time_features,xgboost,NOR,NOR,7
experiment_a_with_time_features,xgboost,NOR,OCO,0
experiment_a_with_time_features,xgboost,NOR,PIA,21
experiment_a_with_time_features,xgboost,NOR,RUS,1
experiment_a_with_time_features,xgboost,NOR,SAI,0
experiment_a_with_time_features,xgboost,NOR,STR,6
experiment_a_with_time_features,xgboost,NOR,TSU,5
experiment_a_with_time_features,xgboost,NOR,VER,3
experiment_a_with_time_features,xgboost,OCO,ALB,7
experiment_a_with_time_features,xgboost,OCO,ALO,0
experiment_a_with_time_features,xgboost,OCO,GAS,5
experiment_a_with_time_features,xgboost,OCO,HAM,2
experiment_a_with_time_features,xgboost,OCO,HUL,3
experiment_a_with_time_features,xgboost,OCO,LEC,0
experiment_a_with_time_features,xgboost,OCO,NOR,0
experiment_a_with_time_features,xgboost,OCO,OCO,30
experiment_a_with_time_features,xgboost,OCO,PIA,0
experiment_a_with_time_features,xgboost,OCO,RUS,0
experiment_a_with_time_features,xgboost,OCO,SAI,4
experiment_a_with_time_features,xgboost,OCO,STR,1
experiment_a_with_time_features,xgboost,OCO,TSU,0
experiment_a_with_time_features,xgboost,OCO,VER,2
experiment_a_with_time_features,xgboost,PIA,ALB,0
experiment_a_with_time_features,xgboost,PIA,ALO,3
experiment_a_with_time_features,xgboost,PIA,GAS,4
experiment_a_with_time_features,xgboost,PIA,HAM,0
experiment_a_with_time_features,xgboost,PIA,HUL,0
experiment_a_with_time_features,xgboost,PIA,LEC,0
experiment_a_with_time_features,xgboost,PIA,NOR,14
experiment_a_with_time_features,xgboost,PIA,OCO,0
experiment_a_with_time_features,xgboost,PIA,PIA,23
experiment_a_with_time_features,xgboost,PIA,RUS,2
experiment_a_with_time_features,xgboost,PIA,SAI,0
experiment_a_with_time_features,xgboost,PIA,STR,8
experiment_a_with_time_features,xgboost,PIA,TSU,0
experiment_a_with_time_features,xgboost,PIA,VER,1
experiment_a_with_time_features,xgboost,RUS,ALB,10
experiment_a_with_time_features,xgboost,RUS,ALO,0
experiment_a_with_time_features,xgboost,RUS,GAS,11
experiment_a_with_time_features,xgboost,RUS,HAM,2
experiment_a_with_time_features,xgboost,RUS,HUL,9
experiment_a_with_time_features,xgboost,RUS,LEC,0
experiment_a_with_time_features,xgboost,RUS,NOR,0
experiment_a_with_time_features,xgboost,RUS,OCO,0
experiment_a_with_time_features,xgboost,RUS,PIA,1
experiment_a_with_time_features,xgboost,RUS,RUS,16
experiment_a_with_time_features,xgboost,RUS,SAI,1
experiment_a_with_time_features,xgboost,RUS,STR,0
experiment_a_with_time_features,xgboost,RUS,TSU,5
experiment_a_with_time_features,xgboost,RUS,VER,0
experiment_a_with_time_features,xgboost,SAI,ALB,9
experiment_a_with_time_features,xgboost,SAI,ALO,0
experiment_a_with_time_features,xgboost,SAI,GAS,1
experiment_a_with_time_features,xgboost,SAI,HAM,8
experiment_a_with_time_features,xgboost,SAI,HUL,5
experiment_a_with_time_features,xgboost,SAI,LEC,2
experiment_a_with_time_features,xgboost,SAI,NOR,0
experiment_a_with_time_features,xgboost,SAI,OCO,2
experiment_a_with_time_features,xgboost,SAI,PIA,1
experiment_a_with_time_features,xgboost,SAI,RUS,4
experiment_a_with_time_features,xgboost,SAI,SAI,16
experiment_a_with_time_features,xgboost,SAI,STR,6
experiment_a_with_time_features,xgboost,SAI,TSU,0
experiment_a_with_time_features,xgboost,SAI,VER,0
experiment_a_with_time_features,xgboost,STR,ALB,0
experiment_a_with_time_features,xgboost,STR,ALO,13
experiment_a_with_time_features,xgboost,STR,GAS,0
experiment_a_with_time_features,xgboost,STR,HAM,3
experiment_a_with_time_features,xgboost,STR,HUL,0
experiment_a_with_time_features,xgboost,STR,LEC,3
experiment_a_with_time_features,xgboost,STR,NOR,1
experiment_a_with_time_features,xgboost,STR,OCO,0
experiment_a_with_time_features,xgboost,STR,PIA,7
experiment_a_with_time_features,xgboost,STR,RUS,0
experiment_a_with_time_features,xgboost,STR,SAI,1
experiment_a_with_time_features,xgboost,STR,STR,26
experiment_a_with_time_features,xgboost,STR,TSU,0
experiment_a_with_time_features,xgboost,STR,VER,0
experiment_a_with_time_features,xgboost,TSU,ALB,5
experiment_a_with_time_features,xgboost,TSU,ALO,0
experiment_a_with_time_features,xgboost,TSU,GAS,9
experiment_a_with_time_features,xgboost,TSU,HAM,1
experiment_a_with_time_features,xgboost,TSU,HUL,7
experiment_a_with_time_features,xgboost,TSU,LEC,0
experiment_a_with_time_features,xgboost,TSU,NOR,1
experiment_a_with_time_features,xgboost,TSU,OCO,1
experiment_a_with_time_features,xgboost,TSU,PIA,0
experiment_a_with_time_features,xgboost,TSU,RUS,3
experiment_a_with_time_features,xgboost,TSU,SAI,0
experiment_a_with_time_features,xgboost,TSU,STR,0
experiment_a_with_time_features,xgboost,TSU,TSU,14
experiment_a_with_time_features,xgboost,TSU,VER,13
experiment_a_with_time_features,xgboost,VER,ALB,1
experiment_a_with_time_features,xgboost,VER,ALO,0
experiment_a_with_time_features,xgboost,VER,GAS,11
experiment_a_with_time_features,xgboost,VER,HAM,0
experiment_a_with_time_features,xgboost,VER,HUL,4
experiment_a_with_time_features,xgboost,VER,LEC,0
experiment_a_with_time_features,xgboost,VER,NOR,3
experiment_a_with_time_features,xgboost,VER,OCO,2
experiment_a_with_time_features,xgboost,VER,PIA,0
experiment_a_with_time_features,xgboost,VER,RUS,0
experiment_a_with_time_features,xgboost,VER,SAI,0
experiment_a_with_time_features,xgboost,VER,STR,0
experiment_a_with_time_features,xgboost,VER,TSU,10
experiment_a_with_time_features,xgboost,VER,VER,24
experiment_b_without_time_features,logistic_regression,ALB,ALB,40
experiment_b_without_time_features,logistic_regression,ALB,ALO,0
experiment_b_without_time_features,logistic_regression,ALB,GAS,1
experiment_b_without_time_features,logistic_regression,ALB,HAM,0
experiment_b_without_time_features,logistic_regression,ALB,HUL,2
experiment_b_without_time_features,logistic_regression,ALB,LEC,1
experiment_b_without_time_features,logistic_regression,ALB,NOR,0
experiment_b_without_time_features,logistic_regression,ALB,OCO,1
experiment_b_without_time_features,logistic_regression,ALB,PIA,0
experiment_b_without_time_features,logistic_regression,ALB,RUS,3
experiment_b_without_time_features,logistic_regression,ALB,SAI,4
experiment_b_without_time_features,logistic_regression,ALB,STR,2
experiment_b_without_time_features,logistic_regression,ALB,TSU,0
experiment_b_without_time_features,logistic_regression,ALB,VER,1
experiment_b_without_time_features,logistic_regression,ALO,ALB,1
experiment_b_without_time_features,logistic_regression,ALO,ALO,38
experiment_b_without_time_features,logistic_regression,ALO,GAS,0
experiment_b_without_time_features,logistic_regression,ALO,HAM,0
experiment_b_without_time_features,logistic_regression,ALO,HUL,2
experiment_b_without_time_features,logistic_regression,ALO,LEC,1
experiment_b_without_time_features,logistic_regression,ALO,NOR,1
experiment_b_without_time_features,logistic_regression,ALO,OCO,1
experiment_b_without_time_features,logistic_regression,ALO,PIA,2
experiment_b_without_time_features,logistic_regression,ALO,RUS,4
experiment_b_without_time_features,logistic_regression,ALO,SAI,0
experiment_b_without_time_features,logistic_regression,ALO,STR,5
experiment_b_without_time_features,logistic_regression,ALO,TSU,0
experiment_b_without_time_features,logistic_regression,ALO,VER,0
experiment_b_without_time_features,logistic_regression,GAS,ALB,0
experiment_b_without_time_features,logistic_regression,GAS,ALO,0
experiment_b_without_time_features,logistic_regression,GAS,GAS,28
experiment_b_without_time_features,logistic_regression,GAS,HAM,0
experiment_b_without_time_features,logistic_regression,GAS,HUL,0
experiment_b_without_time_features,logistic_regression,GAS,LEC,0
experiment_b_without_time_features,logistic_regression,GAS,NOR,6
experiment_b_without_time_features,logistic_regression,GAS,OCO,5
experiment_b_without_time_features,logistic_regression,GAS,PIA,1
experiment_b_without_time_features,logistic_regression,GAS,RUS,3
experiment_b_without_time_features,logistic_regression,GAS,SAI,0
experiment_b_without_time_features,logistic_regression,GAS,STR,2
experiment_b_without_time_features,logistic_regression,GAS,TSU,8
experiment_b_without_time_features,logistic_regression,GAS,VER,2
experiment_b_without_time_features,logistic_regression,HAM,ALB,0
experiment_b_without_time_features,logistic_regression,HAM,ALO,1
experiment_b_without_time_features,logistic_regression,HAM,GAS,0
experiment_b_without_time_features,logistic_regression,HAM,HAM,34
experiment_b_without_time_features,logistic_regression,HAM,HUL,1
experiment_b_without_time_features,logistic_regression,HAM,LEC,4
experiment_b_without_time_features,logistic_regression,HAM,NOR,0
experiment_b_without_time_features,logistic_regression,HAM,OCO,2
experiment_b_without_time_features,logistic_regression,HAM,PIA,1
experiment_b_without_time_features,logistic_regression,HAM,RUS,3
experiment_b_without_time_features,logistic_regression,HAM,SAI,3
experiment_b_without_time_features,logistic_regression,HAM,STR,4
experiment_b_without_time_features,logistic_regression,HAM,TSU,1
experiment_b_without_time_features,logistic_regression,HAM,VER,1
experiment_b_without_time_features,logistic_regression,HUL,ALB,3
experiment_b_without_time_features,logistic_regression,HUL,ALO,0
experiment_b_without_time_features,logistic_regression,HUL,GAS,2
experiment_b_without_time_features,logistic_regression,HUL,HAM,1
experiment_b_without_time_features,logistic_regression,HUL,HUL,28
experiment_b_without_time_features,logistic_regression,HUL,LEC,1
experiment_b_without_time_features,logistic_regression,HUL,NOR,1
experiment_b_without_time_features,logistic_regression,HUL,OCO,2
experiment_b_without_time_features,logistic_regression,HUL,PIA,0
experiment_b_without_time_features,logistic_regression,HUL,RUS,7
experiment_b_without_time_features,logistic_regression,HUL,SAI,2
experiment_b_without_time_features,logistic_regression,HUL,STR,2
experiment_b_without_time_features,logistic_regression,HUL,TSU,2
experiment_b_without_time_features,logistic_regression,HUL,VER,4
experiment_b_without_time_features,logistic_regression,LEC,ALB,0
experiment_b_without_time_features,logistic_regression,LEC,ALO,0
experiment_b_without_time_features,logistic_regression,LEC,GAS,0
experiment_b_without_time_features,logistic_regression,LEC,HAM,5
experiment_b_without_time_features,logistic_regression,LEC,HUL,1
experiment_b_without_time_features,logistic_regression,LEC,LEC,42
experiment_b_without_time_features,logistic_regression,LEC,NOR,0
experiment_b_without_time_features,logistic_regression,LEC,OCO,3
experiment_b_without_time_features,logistic_regression,LEC,PIA,0
experiment_b_without_time_features,logistic_regression,LEC,RUS,0
experiment_b_without_time_features,logistic_regression,LEC,SAI,2
experiment_b_without_time_features,logistic_regression,LEC,STR,2
experiment_b_without_time_features,logistic_regression,LEC,TSU,0
experiment_b_without_time_features,logistic_regression,LEC,VER,0
experiment_b_without_time_features,logistic_regression,NOR,ALB,0
experiment_b_without_time_features,logistic_regression,NOR,ALO,3
experiment_b_without_time_features,logistic_regression,NOR,GAS,5
experiment_b_without_time_features,logistic_regression,NOR,HAM,0
experiment_b_without_time_features,logistic_regression,NOR,HUL,2
experiment_b_without_time_features,logistic_regression,NOR,LEC,0
experiment_b_without_time_features,logistic_regression,NOR,NOR,19
experiment_b_without_time_features,logistic_regression,NOR,OCO,1
experiment_b_without_time_features,logistic_regression,NOR,PIA,17
experiment_b_without_time_features,logistic_regression,NOR,RUS,2
experiment_b_without_time_features,logistic_regression,NOR,SAI,0
experiment_b_without_time_features,logistic_regression,NOR,STR,1
experiment_b_without_time_features,logistic_regression,NOR,TSU,3
experiment_b_without_time_features,logistic_regression,NOR,VER,2
experiment_b_without_time_features,logistic_regression,OCO,ALB,0
experiment_b_without_time_features,logistic_regression,OCO,ALO,0
experiment_b_without_time_features,logistic_regression,OCO,GAS,2
experiment_b_without_time_features,logistic_regression,OCO,HAM,0
experiment_b_without_time_features,logistic_regression,OCO,HUL,3
experiment_b_without_time_features,logistic_regression,OCO,LEC,3
experiment_b_without_time_features,logistic_regression,OCO,NOR,0
experiment_b_without_time_features,logistic_regression,OCO,OCO,41
experiment_b_without_time_features,logistic_regression,OCO,PIA,0
experiment_b_without_time_features,logistic_regression,OCO,RUS,1
experiment_b_without_time_features,logistic_regression,OCO,SAI,3
experiment_b_without_time_features,logistic_regression,OCO,STR,0
experiment_b_without_time_features,logistic_regression,OCO,TSU,0
experiment_b_without_time_features,logistic_regression,OCO,VER,1
experiment_b_without_time_features,logistic_regression,PIA,ALB,2
experiment_b_without_time_features,logistic_regression,PIA,ALO,1
experiment_b_without_time_features,logistic_regression,PIA,GAS,1
experiment_b_without_time_features,logistic_regression,PIA,HAM,0
experiment_b_without_time_features,logistic_regression,PIA,HUL,0
experiment_b_without_time_features,logistic_regression,PIA,LEC,0
experiment_b_without_time_features,logistic_regression,PIA,NOR,15
experiment_b_without_time_features,logistic_regression,PIA,OCO,0
experiment_b_without_time_features,logistic_regression,PIA,PIA,34
experiment_b_without_time_features,logistic_regression,PIA,RUS,0
experiment_b_without_time_features,logistic_regression,PIA,SAI,0
experiment_b_without_time_features,logistic_regression,PIA,STR,1
experiment_b_without_time_features,logistic_regression,PIA,TSU,1
experiment_b_without_time_features,logistic_regression,PIA,VER,0
experiment_b_without_time_features,logistic_regression,RUS,ALB,5
experiment_b_without_time_features,logistic_regression,RUS,ALO,3
experiment_b_without_time_features,logistic_regression,RUS,GAS,1
experiment_b_without_time_features,logistic_regression,RUS,HAM,5
experiment_b_without_time_features,logistic_regression,RUS,HUL,4
experiment_b_without_time_features,logistic_regression,RUS,LEC,0
experiment_b_without_time_features,logistic_regression,RUS,NOR,1
experiment_b_without_time_features,logistic_regression,RUS,OCO,0
experiment_b_without_time_features,logistic_regression,RUS,PIA,1
experiment_b_without_time_features,logistic_regression,RUS,RUS,28
experiment_b_without_time_features,logistic_regression,RUS,SAI,0
experiment_b_without_time_features,logistic_regression,RUS,STR,3
experiment_b_without_time_features,logistic_regression,RUS,TSU,4
experiment_b_without_time_features,logistic_regression,RUS,VER,0
experiment_b_without_time_features,logistic_regression,SAI,ALB,4
experiment_b_without_time_features,logistic_regression,SAI,ALO,0
experiment_b_without_time_features,logistic_regression,SAI,GAS,0
experiment_b_without_time_features,logistic_regression,SAI,HAM,6
experiment_b_without_time_features,logistic_regression,SAI,HUL,5
experiment_b_without_time_features,logistic_regression,SAI,LEC,2
experiment_b_without_time_features,logistic_regression,SAI,NOR,0
experiment_b_without_time_features,logistic_regression,SAI,OCO,1
experiment_b_without_time_features,logistic_regression,SAI,PIA,0
experiment_b_without_time_features,logistic_regression,SAI,RUS,0
experiment_b_without_time_features,logistic_regression,SAI,SAI,36
experiment_b_without_time_features,logistic_regression,SAI,STR,0
experiment_b_without_time_features,logistic_regression,SAI,TSU,0
experiment_b_without_time_features,logistic_regression,SAI,VER,0
experiment_b_without_time_features,logistic_regression,STR,ALB,4
experiment_b_without_time_features,logistic_regression,STR,ALO,3
experiment_b_without_time_features,logistic_regression,STR,GAS,0
experiment_b_without_time_features,logistic_regression,STR,HAM,3
experiment_b_without_time_features,logistic_regression,STR,HUL,1
experiment_b_without_time_features,logistic_regression,STR,LEC,0
experiment_b_without_time_features,logistic_regression,STR,NOR,1
experiment_b_without_time_features,logistic_regression,STR,OCO,0
experiment_b_without_time_features,logistic_regression,STR,PIA,3
experiment_b_without_time_features,logistic_regression,STR,RUS,3
experiment_b_without_time_features,logistic_regression,STR,SAI,0
experiment_b_without_time_features,logistic_regression,STR,STR,31
experiment_b_without_time_features,logistic_regression,STR,TSU,1
experiment_b_without_time_features,logistic_regression,STR,VER,4
experiment_b_without_time_features,logistic_regression,TSU,ALB,1
experiment_b_without_time_features,logistic_regression,TSU,ALO,1
experiment_b_without_time_features,logistic_regression,TSU,GAS,9
experiment_b_without_time_features,logistic_regression,TSU,HAM,0
experiment_b_without_time_features,logistic_regression,TSU,HUL,0
experiment_b_without_time_features,logistic_regression,TSU,LEC,0
experiment_b_without_time_features,logistic_regression,TSU,NOR,4
experiment_b_without_time_features,logistic_regression,TSU,OCO,0
experiment_b_without_time_features,logistic_regression,TSU,PIA,1
experiment_b_without_time_features,logistic_regression,TSU,RUS,0
experiment_b_without_time_features,logistic_regression,TSU,SAI,0
experiment_b_without_time_features,logistic_regression,TSU,STR,0
experiment_b_without_time_features,logistic_regression,TSU,TSU,33
experiment_b_without_time_features,logistic_regression,TSU,VER,5
experiment_b_without_time_features,logistic_regression,VER,ALB,2
experiment_b_without_time_features,logistic_regression,VER,ALO,1
experiment_b_without_time_features,logistic_regression,VER,GAS,2
experiment_b_without_time_features,logistic_regression,VER,HAM,0
experiment_b_without_time_features,logistic_regression,VER,HUL,2
experiment_b_without_time_features,logistic_regression,VER,LEC,0
